payment_id,order_id,customer_id,payment_attempt_no,payment_datetime,payment_status,payment_method,payment_provider,card_network,installment_count,authorized_amount,captured_amount,refunded_amount,chargeback_amount,currency_code,fraud_score,risk_decision,payment_country_code,settlement_date
PAY000005353,ORD000004829,CUST0001653,1,2024-07-21 13:42:26,captured,paypal,PayPal,,1,566.27,566.27,0.0,0.0,EUR,16.98,approve,FR,2024-07-24
PAY000003992,ORD000003599,CUST0001197,1,2024-07-21 14:18:44,captured,apple_pay,Adyen,Mastercard,1,706.81,706.81,0.0,0.0,GBP,7.1,approve,GB,2024-07-22
PAY000001877,ORD000001700,CUST0000554,1,2024-07-21 17:34:18,captured,paypal,PayPal,,1,204.2,204.2,0.0,0.0,GBP,20.04,approve,GB,2024-07-25
PAY000010016,ORD000009052,CUST0003047,1,2024-07-21 20:25:18,captured,gift_card,Internal Wallet,,1,1271.31,1271.31,0.0,0.0,USD,11.17,approve,US,2024-07-24
PAY000008874,ORD000008021,CUST0002685,1,2024-07-21 21:46:38,captured,paypal,PayPal,,1,74.7,74.7,0.0,0.0,EUR,14.43,approve,FR,2024-07-22
PAY000007424,ORD000006701,CUST0002234,1,2024-07-22 04:15:34,captured,credit_card,Worldpay,Visa,1,668.96,668.96,0.0,0.0,EUR,20.1,approve,FR,2024-07-26
PAY000005850,ORD000005267,CUST0001786,1,2024-07-22 04:23:25,captured,credit_card,Stripe,Visa,1,96.36,96.36,0.0,0.0,EUR,45.92,approve,ES,2024-07-26
PAY000007500,ORD000006772,CUST0002253,1,2024-07-22 04:44:06,captured,credit_card,Worldpay,Visa,1,297.94,297.94,0.0,0.0,EUR,11.74,approve,DE,2024-07-24
PAY000005837,ORD000005256,CUST0001779,1,2024-07-22 12:09:26,captured,credit_card,Worldpay,Visa,1,38.08,38.08,0.0,0.0,USD,40.7,approve,US,2024-07-25
PAY000005838,ORD000005256,CUST0001779,2,2024-07-22 13:28:26,captured,gift_card,Internal Wallet,,1,15.92,15.92,0.0,0.0,USD,11.26,approve,US,2024-07-23
PAY000002860,ORD000002579,CUST0000867,1,2024-07-22 13:54:45,captured,paypal,PayPal,,1,1040.13,1040.13,0.0,0.0,CAD,27.48,approve,CA,2024-07-26
PAY000009201,ORD000008323,CUST0002793,1,2024-07-22 23:05:22,captured,credit_card,Worldpay,Visa,1,650.6,650.6,0.0,0.0,EUR,8.64,approve,FR,2024-07-26
PAY000001730,ORD000001566,CUST0000511,1,2024-07-22 23:13:09,captured,credit_card,Worldpay,Visa,1,278.78,278.78,0.0,0.0,GBP,18.85,approve,GB,2024-07-25
PAY000007128,ORD000006436,CUST0002145,1,2024-07-22 23:31:42,captured,bank_transfer,Klarna,,1,40.96,40.96,0.0,0.0,USD,6.55,approve,US,2024-07-26
PAY000001936,ORD000001756,CUST0000568,1,2024-07-22 23:58:10,captured,credit_card,Adyen,Visa,1,132.66,132.66,0.0,0.0,EUR,36.53,approve,FR,2024-07-25
PAY000005779,ORD000005211,CUST0001769,1,2024-07-23 01:18:17,failed,credit_card,Worldpay,Mastercard,1,137.03,0.0,0.0,0.0,GBP,9.01,approve,GB,
PAY000005780,ORD000005211,CUST0001769,2,2024-07-23 02:45:17,captured,credit_card,Worldpay,Visa,1,137.03,137.03,0.0,0.0,GBP,25.05,approve,GB,2024-07-25
PAY000007000,ORD000006319,CUST0002104,1,2024-07-23 04:57:46,captured,credit_card,Stripe,Mastercard,1,166.29,166.29,0.0,0.0,EUR,8.89,approve,DE,2024-07-27
PAY000000249,ORD000000228,CUST0000058,1,2024-07-23 05:13:30,captured,credit_card,Stripe,Visa,1,316.8,316.8,0.0,0.0,GBP,26.32,approve,GB,2024-07-25
PAY000017447,ORD000015747,CUST0005245,1,2024-07-23 05:44:56,captured,gift_card,Internal Wallet,,1,94.12,94.12,0.0,0.0,USD,27.7,approve,US,2024-07-25
PAY000017448,ORD000015747,CUST0005245,2,2024-07-23 06:36:56,partial_refund,credit_card,Adyen,Mastercard,1,49.09,49.09,96.64,0.0,USD,15.96,approve,US,2024-07-25
PAY000007247,ORD000006543,CUST0002177,1,2024-07-23 09:42:44,captured,gift_card,Internal Wallet,,1,231.04,231.04,0.0,0.0,USD,20.49,approve,US,2024-07-26
PAY000006966,ORD000006286,CUST0002097,1,2024-07-23 11:40:40,captured,paypal,PayPal,,1,497.08,497.08,0.0,0.0,USD,8.87,approve,US,2024-07-25
PAY000017866,ORD000016123,CUST0005373,1,2024-07-23 12:16:58,captured,credit_card,Worldpay,Visa,1,917.93,917.93,0.0,0.0,EUR,13.84,approve,IT,2024-07-27
PAY000004114,ORD000003715,CUST0001243,1,2024-07-23 16:10:35,captured,apple_pay,Adyen,Visa,1,101.5,101.5,0.0,0.0,CAD,21.7,approve,CA,2024-07-27
PAY000001871,ORD000001696,CUST0000553,1,2024-07-23 16:55:26,captured,paypal,PayPal,,1,383.47,383.47,0.0,0.0,EUR,22.86,approve,FR,2024-07-26
PAY000006462,ORD000005833,CUST0001983,1,2024-07-23 18:58:48,captured,credit_card,Adyen,Visa,1,462.81,462.81,0.0,0.0,EUR,3.11,approve,ES,2024-07-26
PAY000000947,ORD000000856,CUST0000261,1,2024-07-23 19:16:07,captured,credit_card,Worldpay,Amex,1,501.97,501.97,0.0,0.0,GBP,7.3,approve,GB,2024-07-24
PAY000006463,ORD000005833,CUST0001983,2,2024-07-23 19:47:48,refunded,gift_card,Internal Wallet,,1,162.57,162.57,625.38,0.0,EUR,4.14,approve,ES,2024-07-24
PAY000010359,ORD000009369,CUST0003150,1,2024-07-23 20:22:33,captured,credit_card,Stripe,Visa,1,213.08,213.08,0.0,0.0,EUR,7.8,approve,FR,2024-07-27
PAY000008435,ORD000007614,CUST0002554,1,2024-07-23 21:24:31,captured,paypal,PayPal,,1,488.27,488.27,0.0,0.0,EUR,8.66,approve,FR,2024-07-25
PAY000016845,ORD000015203,CUST0005077,1,2024-07-23 23:18:08,captured,credit_card,Adyen,Visa,3,301.61,301.61,0.0,0.0,EUR,30.44,approve,IT,2024-07-26
PAY000011339,ORD000010257,CUST0003431,1,2024-07-23 23:21:09,refunded,credit_card,Adyen,Visa,1,244.13,244.13,244.13,0.0,EUR,33.42,approve,ES,2024-07-27
PAY000008624,ORD000007786,CUST0002614,1,2024-07-24 01:57:30,captured,apple_pay,Adyen,Mastercard,1,221.56,221.56,0.0,0.0,EUR,15.1,approve,IT,2024-07-27
PAY000004660,ORD000004206,CUST0001423,1,2024-07-24 02:23:13,captured,paypal,PayPal,,1,893.29,893.29,0.0,0.0,USD,13.08,approve,US,2024-07-27
PAY000017637,ORD000015917,CUST0005304,1,2024-07-24 07:02:03,captured,credit_card,Worldpay,Visa,1,689.12,689.12,0.0,0.0,USD,19.65,approve,US,2024-07-27
PAY000006388,ORD000005765,CUST0001963,1,2024-07-24 12:46:21,captured,credit_card,Worldpay,Mastercard,1,2605.23,2605.23,0.0,0.0,USD,13.2,approve,US,2024-07-27
PAY000011051,ORD000009994,CUST0003362,1,2024-07-24 15:02:13,captured,bank_transfer,GoCardless,,1,1755.47,1755.47,0.0,0.0,EUR,21.11,approve,NL,2024-07-28
PAY000011363,ORD000010278,CUST0003436,1,2024-07-24 15:14:01,captured,credit_card,Stripe,Mastercard,1,127.12,127.12,0.0,0.0,EUR,3.05,approve,IT,2024-07-25
PAY000014931,ORD000013479,CUST0004498,1,2024-07-24 17:21:19,captured,google_pay,Stripe,Amex,1,285.12,285.12,0.0,0.0,USD,4.43,approve,US,2024-07-26
PAY000017129,ORD000015460,CUST0005153,1,2024-07-24 19:30:48,partial_refund,paypal,PayPal,,1,275.59,275.59,244.08,0.0,USD,5.68,approve,US,2024-07-26
PAY000014016,ORD000012663,CUST0004233,1,2024-07-24 20:50:06,captured,bank_transfer,GoCardless,,1,214.65,214.65,0.0,0.0,EUR,36.35,approve,BE,2024-07-25
PAY000005589,ORD000005038,CUST0001720,1,2024-07-25 02:59:43,captured,gift_card,Internal Wallet,,1,829.57,829.57,0.0,0.0,EUR,14.84,approve,FR,2024-07-26
PAY000001913,ORD000001734,CUST0000564,1,2024-07-25 06:25:20,captured,credit_card,Worldpay,Visa,1,227.01,227.01,0.0,0.0,CAD,4.92,approve,CA,2024-07-28
PAY000010161,ORD000009188,CUST0003098,1,2024-07-25 08:18:43,captured,paypal,PayPal,,1,235.44,235.44,0.0,0.0,EUR,24.07,approve,FR,2024-07-27
PAY000010576,ORD000009563,CUST0003209,1,2024-07-25 15:13:09,captured,credit_card,Worldpay,Visa,1,171.28,171.28,0.0,0.0,EUR,2.84,approve,FR,2024-07-27
PAY000000326,ORD000000297,CUST0000083,1,2024-07-25 17:30:55,refunded,paypal,PayPal,,1,187.5,187.5,187.5,0.0,GBP,13.72,approve,GB,2024-07-29
PAY000014469,ORD000013065,CUST0004360,1,2024-07-25 18:04:26,captured,bank_transfer,Klarna,,1,310.67,310.67,0.0,0.0,EUR,12.12,approve,FR,2024-07-29
PAY000010133,ORD000009162,CUST0003090,1,2024-07-25 22:03:19,captured,credit_card,Stripe,Amex,1,101.25,101.25,0.0,0.0,EUR,18.64,approve,DE,2024-07-26
PAY000013472,ORD000012173,CUST0004060,1,2024-07-25 23:12:38,captured,paypal,PayPal,,1,434.58,434.58,0.0,0.0,EUR,33.17,approve,DE,2024-07-26
PAY000004980,ORD000004492,CUST0001536,1,2024-07-26 00:09:53,refunded,bank_transfer,GoCardless,,1,152.16,152.16,152.16,0.0,GBP,6.01,approve,GB,2024-07-30
PAY000013997,ORD000012648,CUST0004229,1,2024-07-26 02:16:06,captured,apple_pay,Stripe,Mastercard,1,75.3,75.3,0.0,0.0,EUR,13.52,approve,DE,2024-07-30
PAY000009805,ORD000008864,CUST0002983,1,2024-07-26 02:18:34,captured,paypal,PayPal,,1,286.76,286.76,0.0,0.0,EUR,27.76,approve,FR,2024-07-28
PAY000000752,ORD000000682,CUST0000210,1,2024-07-26 04:36:23,captured,paypal,PayPal,,1,123.21,123.21,0.0,0.0,EUR,21.23,approve,DE,2024-07-27
PAY000015323,ORD000013826,CUST0004610,1,2024-07-26 04:56:04,captured,credit_card,Stripe,Visa,1,485.71,485.71,0.0,0.0,EUR,29.77,approve,FR,2024-07-27
PAY000009321,ORD000008432,CUST0002829,1,2024-07-26 05:33:26,refunded,apple_pay,Adyen,Visa,1,311.11,311.11,311.11,0.0,EUR,24.06,approve,IT,2024-07-28
PAY000004386,ORD000003962,CUST0001329,1,2024-07-26 05:36:05,captured,bank_transfer,GoCardless,,1,451.62,451.62,0.0,0.0,EUR,9.72,approve,NL,2024-07-27
PAY000003459,ORD000003127,CUST0001048,1,2024-07-26 06:19:30,captured,paypal,PayPal,,1,52.98,52.98,0.0,0.0,EUR,22.98,approve,DE,2024-07-30
PAY000007782,ORD000007024,CUST0002345,1,2024-07-26 07:46:40,captured,credit_card,Worldpay,Mastercard,1,1328.15,1328.15,0.0,0.0,EUR,14.11,approve,FR,2024-07-29
PAY000011214,ORD000010144,CUST0003400,1,2024-07-26 08:23:31,captured,google_pay,Stripe,Amex,1,236.64,236.64,0.0,0.0,EUR,21.94,approve,BE,2024-07-29
PAY000004473,ORD000004039,CUST0001360,1,2024-07-26 12:35:32,captured,apple_pay,Stripe,Visa,1,195.2,195.2,0.0,0.0,EUR,8.96,approve,FR,2024-07-30
PAY000003102,ORD000002804,CUST0000931,1,2024-07-26 14:49:18,captured,google_pay,Stripe,Visa,1,371.1,371.1,0.0,0.0,EUR,22.91,approve,FR,2024-07-28
PAY000006048,ORD000005452,CUST0001854,1,2024-07-26 18:09:54,captured,paypal,PayPal,,1,102.31,102.31,0.0,0.0,EUR,7.82,approve,FR,2024-07-29
PAY000011595,ORD000010487,CUST0003498,1,2024-07-26 20:58:29,refunded,credit_card,Worldpay,Visa,1,25.03,25.03,25.03,0.0,EUR,14.0,approve,FR,2024-07-27
PAY000002656,ORD000002395,CUST0000820,1,2024-07-26 22:23:02,captured,credit_card,Worldpay,Mastercard,1,117.02,117.02,0.0,0.0,GBP,25.62,approve,GB,2024-07-28
PAY000017276,ORD000015594,CUST0005195,1,2024-07-26 22:36:23,refunded,paypal,PayPal,,1,151.08,151.08,151.08,0.0,EUR,21.33,approve,FR,2024-07-30
PAY000005622,ORD000005070,CUST0001732,1,2024-07-26 23:00:53,captured,gift_card,Internal Wallet,,1,877.22,877.22,0.0,0.0,USD,4.8,approve,US,2024-07-28
PAY000003520,ORD000003180,CUST0001064,2,2024-07-27 02:25:32,captured,credit_card,Worldpay,Mastercard,1,131.26,131.26,0.0,0.0,EUR,24.5,approve,DE,2024-07-29
PAY000003519,ORD000003180,CUST0001064,1,2024-07-27 03:06:32,failed,credit_card,Adyen,Visa,1,131.26,0.0,0.0,0.0,EUR,5.52,approve,DE,
PAY000003121,ORD000002820,CUST0000937,1,2024-07-27 08:17:36,captured,credit_card,Worldpay,Mastercard,1,500.56,500.56,0.0,0.0,EUR,16.1,approve,DE,2024-07-28
PAY000010336,ORD000009348,CUST0003138,1,2024-07-27 08:46:25,refunded,credit_card,Worldpay,Mastercard,1,53.58,53.58,53.58,0.0,EUR,16.73,approve,FR,2024-07-28
PAY000011151,ORD000010087,CUST0003385,1,2024-07-27 10:25:36,captured,credit_card,Stripe,Mastercard,1,67.37,67.37,0.0,0.0,EUR,20.43,approve,DE,2024-07-30
PAY000008528,ORD000007700,CUST0002581,1,2024-07-27 10:54:22,failed,paypal,PayPal,,1,306.04,0.0,0.0,0.0,EUR,31.82,approve,FR,
PAY000015451,ORD000013942,CUST0004644,1,2024-07-27 15:02:02,captured,bank_transfer,Klarna,,1,436.69,436.69,0.0,0.0,EUR,8.68,approve,FR,2024-07-28
PAY000006878,ORD000006209,CUST0002075,2,2024-07-27 19:02:12,captured,gift_card,Internal Wallet,,1,423.65,423.65,0.0,0.0,EUR,7.98,approve,FR,2024-07-30
PAY000006877,ORD000006209,CUST0002075,1,2024-07-27 20:00:12,captured,bank_transfer,GoCardless,,1,660.17,660.17,0.0,0.0,EUR,9.07,approve,FR,2024-07-28
PAY000014205,ORD000012830,CUST0004276,1,2024-07-27 21:35:40,captured,credit_card,Adyen,Visa,1,371.34,371.34,0.0,0.0,GBP,29.86,approve,GB,2024-07-28
PAY000010493,ORD000009491,CUST0003192,1,2024-07-27 23:23:26,captured,credit_card,Stripe,Visa,1,90.12,90.12,0.0,0.0,EUR,19.16,approve,FR,2024-07-29
PAY000004474,ORD000004040,CUST0001360,1,2024-07-28 01:23:03,captured,credit_card,Adyen,Mastercard,1,53.02,53.02,0.0,0.0,EUR,21.89,approve,FR,2024-08-01
PAY000011100,ORD000010038,CUST0003373,1,2024-07-28 02:25:11,captured,bank_transfer,Klarna,,1,1236.77,1236.77,0.0,0.0,USD,16.87,approve,US,2024-07-30
PAY000010937,ORD000009891,CUST0003326,1,2024-07-28 02:46:00,captured,credit_card,Adyen,Mastercard,1,142.97,142.97,0.0,0.0,EUR,19.8,approve,FR,2024-07-31
PAY000017898,ORD000016151,CUST0005380,1,2024-07-28 04:18:45,captured,gift_card,Internal Wallet,,1,250.07,250.07,0.0,0.0,EUR,12.24,approve,FR,2024-07-29
PAY000015433,ORD000013925,CUST0004639,1,2024-07-28 06:28:05,captured,bank_transfer,Klarna,,1,264.32,264.32,0.0,0.0,EUR,24.29,approve,FR,2024-08-01
PAY000006440,ORD000005814,CUST0001976,1,2024-07-28 06:32:59,captured,credit_card,Stripe,Visa,1,83.34,83.34,0.0,0.0,EUR,31.58,approve,FR,2024-08-01
PAY000014722,ORD000013290,CUST0004434,1,2024-07-28 07:40:53,captured,google_pay,Adyen,Amex,1,113.84,113.84,0.0,0.0,EUR,8.6,approve,DE,2024-07-30
PAY000009911,ORD000008960,CUST0003015,1,2024-07-28 09:22:53,captured,credit_card,Adyen,Visa,1,131.57,131.57,0.0,0.0,GBP,2.64,approve,GB,2024-07-30
PAY000009658,ORD000008732,CUST0002931,1,2024-07-28 10:32:33,captured,apple_pay,Stripe,Amex,1,126.22,126.22,0.0,0.0,USD,49.85,approve,US,2024-08-01
PAY000011491,ORD000010391,CUST0003468,1,2024-07-28 10:53:14,captured,credit_card,Stripe,Visa,1,447.77,447.77,0.0,0.0,EUR,24.45,approve,ES,2024-07-31
PAY000016493,ORD000014876,CUST0004975,1,2024-07-28 11:31:37,captured,paypal,PayPal,,1,119.55,119.55,0.0,0.0,EUR,14.85,approve,ES,2024-07-29
PAY000016549,ORD000014929,CUST0004992,1,2024-07-28 11:35:47,captured,credit_card,Adyen,Mastercard,1,187.38,187.38,0.0,0.0,EUR,30.29,approve,FR,2024-08-01
PAY000014918,ORD000013468,CUST0004492,1,2024-07-28 11:42:29,captured,gift_card,Internal Wallet,,1,38.93,38.93,0.0,0.0,EUR,14.89,approve,FR,2024-07-30
PAY000006262,ORD000005650,CUST0001930,1,2024-07-28 14:22:44,captured,credit_card,Worldpay,Visa,1,1803.4,1803.4,0.0,0.0,EUR,9.17,approve,IT,2024-07-29
PAY000011941,ORD000010799,CUST0003595,1,2024-07-28 17:56:24,captured,credit_card,Worldpay,Mastercard,1,93.37,93.37,0.0,0.0,USD,12.74,approve,US,2024-08-01
PAY000008903,ORD000008049,CUST0002695,1,2024-07-28 20:11:12,captured,credit_card,Worldpay,Visa,1,117.28,117.28,0.0,0.0,GBP,29.04,approve,GB,2024-07-29
PAY000011135,ORD000010071,CUST0003383,1,2024-07-28 20:49:34,captured,paypal,PayPal,,1,225.47,225.47,0.0,0.0,GBP,17.3,approve,GB,2024-07-29
PAY000000365,ORD000000329,CUST0000091,1,2024-07-29 00:09:15,captured,credit_card,Adyen,Mastercard,1,114.3,114.3,0.0,0.0,EUR,9.7,approve,ES,2024-07-31
PAY000007863,ORD000007101,CUST0002370,1,2024-07-29 06:19:06,captured,credit_card,Stripe,Amex,1,261.36,261.36,0.0,0.0,EUR,25.23,approve,ES,2024-08-01
PAY000014018,ORD000012664,CUST0004233,2,2024-07-29 08:42:53,captured,credit_card,Worldpay,Visa,1,114.68,114.68,0.0,0.0,EUR,25.82,approve,BE,2024-08-01
PAY000014017,ORD000012664,CUST0004233,1,2024-07-29 09:02:53,captured,paypal,PayPal,,1,278.92,278.92,0.0,0.0,EUR,9.15,approve,BE,2024-08-01
PAY000015874,ORD000014309,CUST0004787,1,2024-07-29 09:06:47,captured,credit_card,Adyen,Mastercard,1,185.09,185.09,0.0,0.0,EUR,21.4,approve,NL,2024-08-01
PAY000000679,ORD000000613,CUST0000191,1,2024-07-29 11:00:37,captured,credit_card,Adyen,Visa,1,62.57,62.57,0.0,0.0,GBP,32.2,approve,GB,2024-07-31
PAY000013417,ORD000012121,CUST0004046,1,2024-07-29 12:36:33,captured,credit_card,Adyen,Visa,1,570.29,570.29,0.0,0.0,GBP,24.03,approve,GB,2024-07-31
PAY000018130,ORD000016359,CUST0005439,1,2024-07-29 16:58:13,captured,google_pay,Adyen,Amex,1,2263.82,2263.82,0.0,0.0,EUR,16.73,approve,IT,2024-08-02
PAY000008101,ORD000007310,CUST0002433,1,2024-07-29 18:27:28,captured,credit_card,Stripe,Mastercard,1,3032.64,3032.64,0.0,0.0,USD,8.71,approve,US,2024-07-31
PAY000000404,ORD000000367,CUST0000102,1,2024-07-29 20:58:50,voided,credit_card,Stripe,Visa,1,112.76,0.0,0.0,0.0,EUR,35.68,approve,NL,
PAY000013111,ORD000011848,CUST0003934,1,2024-07-29 21:00:59,captured,google_pay,Stripe,Visa,1,176.28,176.28,0.0,0.0,CAD,15.08,approve,CA,2024-07-31
PAY000000857,ORD000000776,CUST0000239,1,2024-07-29 21:50:29,partial_refund,credit_card,Stripe,Visa,1,1591.2,1591.2,1016.25,0.0,EUR,7.38,approve,FR,2024-08-01
PAY000015324,ORD000013827,CUST0004610,1,2024-07-30 00:14:58,captured,bank_transfer,Klarna,,1,85.31,85.31,0.0,0.0,EUR,4.4,approve,FR,2024-08-03
PAY000008266,ORD000007460,CUST0002488,1,2024-07-30 03:16:24,refunded,paypal,PayPal,,1,123.07,123.07,123.07,0.0,EUR,24.4,approve,FR,2024-08-03
PAY000011692,ORD000010578,CUST0003521,1,2024-07-30 03:40:22,captured,credit_card,Worldpay,Visa,1,68.77,68.77,0.0,0.0,EUR,19.28,approve,FR,2024-07-31
PAY000003388,ORD000003064,CUST0001032,1,2024-07-30 04:15:31,captured,bank_transfer,GoCardless,,1,254.75,254.75,0.0,0.0,EUR,67.55,review,FR,2024-08-02
PAY000008123,ORD000007330,CUST0002437,1,2024-07-30 04:17:13,captured,credit_card,Worldpay,Mastercard,1,317.84,317.84,0.0,0.0,CAD,15.47,approve,CA,2024-08-02
PAY000014712,ORD000013282,CUST0004428,1,2024-07-30 10:41:19,captured,apple_pay,Adyen,Visa,1,573.34,573.34,0.0,0.0,EUR,10.36,approve,FR,2024-08-02
PAY000018257,ORD000016476,CUST0005478,1,2024-07-30 12:13:32,captured,apple_pay,Adyen,Mastercard,1,380.59,380.59,0.0,0.0,USD,24.98,approve,US,2024-08-01
PAY000004230,ORD000003820,CUST0001288,1,2024-07-30 14:48:21,captured,gift_card,Internal Wallet,,1,541.99,541.99,0.0,0.0,EUR,29.77,approve,FR,2024-08-03
PAY000017686,ORD000015962,CUST0005324,1,2024-07-30 14:50:16,captured,paypal,PayPal,,1,616.51,616.51,0.0,0.0,EUR,35.85,approve,FR,2024-08-03
PAY000013040,ORD000011783,CUST0003906,1,2024-07-30 15:07:22,failed,apple_pay,Stripe,Mastercard,1,132.95,0.0,0.0,0.0,EUR,41.87,approve,DE,
PAY000010452,ORD000009452,CUST0003176,1,2024-07-30 15:49:52,captured,google_pay,Stripe,Visa,1,570.24,570.24,0.0,0.0,USD,27.39,approve,US,2024-08-02
PAY000017497,ORD000015791,CUST0005256,1,2024-07-30 22:55:11,captured,gift_card,Internal Wallet,,1,25.91,25.91,0.0,0.0,GBP,17.05,approve,GB,2024-08-02
PAY000009661,ORD000008735,CUST0002932,1,2024-07-31 02:13:31,captured,bank_transfer,GoCardless,,1,541.78,541.78,0.0,0.0,EUR,4.97,approve,FR,2024-08-03
PAY000005642,ORD000005090,CUST0001740,1,2024-07-31 02:45:01,failed,credit_card,Worldpay,Visa,1,447.09,0.0,0.0,0.0,EUR,12.73,approve,DE,
PAY000013178,ORD000011909,CUST0003964,1,2024-07-31 02:53:48,declined,apple_pay,Stripe,Visa,1,49.87,0.0,0.0,0.0,EUR,8.06,approve,IT,
PAY000005643,ORD000005090,CUST0001740,2,2024-07-31 03:15:01,captured,credit_card,Stripe,Mastercard,1,312.34,312.34,0.0,0.0,EUR,16.28,approve,DE,2024-08-03
PAY000013179,ORD000011909,CUST0003964,2,2024-07-31 03:19:48,captured,apple_pay,Adyen,Mastercard,1,49.87,49.87,0.0,0.0,EUR,10.93,approve,IT,2024-08-02
PAY000005644,ORD000005090,CUST0001740,3,2024-07-31 04:30:01,captured,gift_card,Internal Wallet,,1,134.75,134.75,0.0,0.0,EUR,7.51,approve,DE,2024-08-04
PAY000015004,ORD000013547,CUST0004524,1,2024-07-31 04:41:49,captured,credit_card,Worldpay,Visa,1,296.67,296.67,0.0,0.0,EUR,18.29,approve,BE,2024-08-03
PAY000017842,ORD000016102,CUST0005366,1,2024-07-31 04:54:58,refunded,bank_transfer,GoCardless,,1,139.67,139.67,139.67,0.0,EUR,3.21,approve,ES,2024-08-02
PAY000016247,ORD000014650,CUST0004903,1,2024-07-31 06:23:56,captured,credit_card,Stripe,Visa,1,258.21,258.21,0.0,0.0,EUR,24.76,approve,DE,2024-08-01
PAY000011374,ORD000010288,CUST0003437,1,2024-07-31 08:15:11,captured,credit_card,Worldpay,Visa,1,57.17,57.17,0.0,0.0,EUR,59.4,approve,DE,2024-08-02
PAY000004858,ORD000004384,CUST0001496,1,2024-07-31 08:39:20,captured,paypal,PayPal,,1,723.35,723.35,0.0,0.0,EUR,17.26,approve,IT,2024-08-01
PAY000011375,ORD000010288,CUST0003437,2,2024-07-31 08:42:11,captured,gift_card,Internal Wallet,,1,14.46,14.46,0.0,0.0,EUR,56.84,approve,DE,2024-08-01
PAY000001975,ORD000001788,CUST0000577,1,2024-07-31 08:57:45,captured,credit_card,Worldpay,Visa,1,311.25,311.25,0.0,0.0,EUR,44.3,approve,IT,2024-08-02
PAY000015858,ORD000014297,CUST0004782,1,2024-07-31 10:19:32,declined,credit_card,Stripe,Visa,3,1147.62,0.0,0.0,0.0,EUR,30.43,approve,ES,
PAY000001554,ORD000001405,CUST0000457,1,2024-07-31 10:41:45,refunded,credit_card,Worldpay,Mastercard,1,568.24,568.24,568.24,0.0,EUR,28.64,approve,NL,2024-08-04
PAY000015859,ORD000014297,CUST0004782,2,2024-07-31 11:54:32,captured,credit_card,Adyen,Visa,1,820.12,820.12,0.0,0.0,EUR,8.36,approve,ES,2024-08-04
PAY000015860,ORD000014297,CUST0004782,3,2024-07-31 11:55:32,captured,gift_card,Internal Wallet,,1,327.5,327.5,0.0,0.0,EUR,18.43,approve,ES,2024-08-03
PAY000008488,ORD000007662,CUST0002572,1,2024-07-31 14:36:03,captured,credit_card,Worldpay,Visa,1,85.33,85.33,0.0,0.0,EUR,20.76,approve,ES,2024-08-01
PAY000008827,ORD000007975,CUST0002673,1,2024-07-31 14:54:12,captured,paypal,PayPal,,1,77.91,77.91,0.0,0.0,EUR,3.4,approve,DE,2024-08-01
PAY000016987,ORD000015330,CUST0005111,2,2024-07-31 16:38:16,captured,credit_card,Stripe,Mastercard,1,126.23,126.23,0.0,0.0,EUR,57.56,approve,NL,2024-08-03
PAY000016986,ORD000015330,CUST0005111,1,2024-07-31 17:24:16,failed,credit_card,Worldpay,Visa,1,126.23,0.0,0.0,0.0,EUR,26.83,approve,NL,
PAY000010068,ORD000009101,CUST0003069,1,2024-07-31 17:50:27,partial_refund,credit_card,Worldpay,Mastercard,1,169.23,169.23,141.51,0.0,USD,19.96,approve,US,2024-08-04
PAY000006700,ORD000006043,CUST0002036,1,2024-07-31 21:08:41,captured,bank_transfer,Klarna,,1,32.43,32.43,0.0,0.0,USD,15.64,approve,US,2024-08-04
PAY000017239,ORD000015559,CUST0005182,1,2024-08-01 04:36:13,refunded,paypal,PayPal,,1,96.86,96.86,96.86,0.0,EUR,20.83,approve,FR,2024-08-04
PAY000001533,ORD000001386,CUST0000453,1,2024-08-01 05:46:13,captured,paypal,PayPal,,1,227.53,227.53,0.0,0.0,GBP,48.03,approve,GB,2024-08-02
PAY000014732,ORD000013299,CUST0004440,1,2024-08-01 07:35:32,captured,bank_transfer,Klarna,,1,537.05,537.05,0.0,0.0,EUR,26.25,approve,NL,2024-08-03
PAY000004232,ORD000003822,CUST0001290,1,2024-08-01 09:06:59,captured,credit_card,Stripe,Visa,1,55.42,55.42,0.0,0.0,EUR,22.39,approve,DE,2024-08-02
PAY000015825,ORD000014270,CUST0004771,1,2024-08-01 09:20:38,captured,apple_pay,Stripe,Visa,1,74.02,74.02,0.0,0.0,EUR,20.31,approve,FR,2024-08-04
PAY000012232,ORD000011051,CUST0003690,1,2024-08-01 11:35:26,captured,credit_card,Stripe,Visa,1,233.63,233.63,0.0,0.0,CAD,16.88,approve,CA,2024-08-04
PAY000005502,ORD000004963,CUST0001694,1,2024-08-01 11:50:40,captured,credit_card,Worldpay,Visa,1,251.8,251.8,0.0,0.0,USD,14.56,approve,US,2024-08-02
PAY000010756,ORD000009728,CUST0003273,1,2024-08-01 13:37:43,captured,credit_card,Stripe,Amex,1,150.27,150.27,0.0,0.0,EUR,3.27,approve,NL,2024-08-04
PAY000014061,ORD000012700,CUST0004243,1,2024-08-01 15:52:28,captured,paypal,PayPal,,1,145.99,145.99,0.0,0.0,EUR,4.31,approve,FR,2024-08-03
