order_id,order_number,customer_id,order_datetime,order_status,order_channel,device_type,currency_code,top_product_category,items_count,gross_amount,discount_amount,shipping_amount,tax_amount,net_amount,coupon_code,is_first_order,shipping_country_code,shipping_country,shipping_city,fulfillment_type,warehouse_id,promised_delivery_date,actual_delivery_date,delivery_status,returned_flag,return_reason,last_touch_utm_source,last_touch_utm_medium,last_touch_campaign
ORD000001032,SO-2024-0001032,CUST0000330,2024-02-22 14:16:42,delivered,web,tablet,EUR,Fashion,4,313.81,37.66,0.0,55.23,331.38,SUMMER12,False,FR,France,Bordeaux,store_pickup,WH-FR-01,2024-02-29,2024-03-01,delivered,False,,facebook,social,brand_awareness
ORD000002901,SO-2024-0002901,CUST0000972,2024-02-22 18:25:25,delivered,web,desktop,EUR,Books,1,78.0,11.7,6.46,14.55,87.31,SPRING15,True,FR,France,Paris,home_delivery,WH-FR-02,2024-02-26,2024-02-28,delivered,False,,facebook,social,new_arrivals
ORD000011439,SO-2024-0011439,CUST0003802,2024-02-22 18:53:08,delivered,web,desktop,EUR,Home,2,283.02,14.15,0.0,51.09,319.96,RETARGET5,False,DE,Germany,Berlin,home_delivery,WH-DE-01,2024-03-01,2024-03-02,delivered,False,,partner_blog,referral,always_on_search
ORD000000606,SO-2024-0000606,CUST0000190,2024-02-22 21:48:15,delivered,marketplace,desktop,EUR,Electronics,1,270.15,0.0,0.0,56.73,326.88,,False,BE,Belgium,Bruges,home_delivery,WH-BE-01,2024-02-28,2024-02-28,delivered,False,,tiktok,social,app_install
ORD000007736,SO-2024-0007736,CUST0002595,2024-02-23 00:22:53,delivered,mobile_app,mobile,USD,Electronics,2,1024.36,51.22,0.0,77.85,1050.99,RETARGET5,True,US,United States,New York,pickup_point,WH-US-02,2024-02-27,2024-02-28,delivered,False,,affiliate,affiliate,back_to_school
ORD000006474,SO-2024-0006474,CUST0002153,2024-02-23 02:19:40,returned,web,desktop,EUR,Books,1,46.85,0.0,8.34,12.14,67.33,,False,IT,Italy,Bologna,home_delivery,WH-IT-01,2024-02-27,2024-02-27,delivered_then_returned,True,damaged item,google,organic,new_arrivals
ORD000014335,SO-2024-0014335,CUST0004801,2024-02-23 02:59:27,delivered,web,mobile,EUR,Electronics,2,1560.0,109.2,0.0,275.65,1726.45,FREESHIP,True,DE,Germany,Cologne,home_delivery,WH-DE-01,2024-02-29,2024-03-01,delivered,False,,instagram,paid_social,new_arrivals
ORD000000735,SO-2024-0000735,CUST0000224,2024-02-23 03:29:39,delivered,web,mobile,EUR,Books,3,166.99,16.7,0.0,31.56,181.85,WELCOME10,True,BE,Belgium,Namur,home_delivery,WH-BE-01,2024-03-02,2024-03-04,delivered,False,,tiktok,paid_social,back_to_school
ORD000007492,SO-2024-0007492,CUST0002495,2024-02-23 05:18:03,delivered,web,mobile,EUR,Fashion,2,432.0,0.0,0.0,86.4,518.4,,False,FR,France,Toulouse,home_delivery,WH-FR-01,2024-02-27,2024-02-28,delivered,False,,newsletter,email,brand_awareness
ORD000008928,SO-2024-0008928,CUST0003007,2024-02-23 05:27:28,delivered,marketplace,desktop,EUR,Fashion,3,312.38,0.0,0.0,62.48,374.86,,True,FR,France,Nantes,home_delivery,WH-FR-02,2024-02-27,2024-02-27,delivered,False,,instagram,paid_social,brand_awareness
ORD000008958,SO-2024-0008958,CUST0003015,2024-02-23 10:00:25,delivered,web,tablet,GBP,Home,1,179.05,0.0,0.0,35.81,214.86,,False,GB,United Kingdom,Leicester,home_delivery,WH-GB-01,2024-03-01,2024-03-01,delivered,False,,direct,none,
ORD000009704,SO-2024-0009704,CUST0003265,2024-02-23 12:24:02,delivered,web,desktop,GBP,Home,1,195.26,0.0,0.0,39.05,234.31,,False,GB,United Kingdom,London,home_delivery,WH-GB-01,2024-02-25,2024-02-27,delivered,False,,instagram,paid_social,back_to_school
ORD000014293,SO-2024-0014293,CUST0004782,2024-02-23 12:35:47,delivered,web,mobile,EUR,Fashion,4,163.51,24.53,0.0,29.19,168.17,BUNDLE15,False,ES,Spain,Madrid,home_delivery,WH-ES-01,2024-02-26,2024-02-26,delivered,False,,affiliate,affiliate,back_to_school
ORD000001497,SO-2024-0001497,CUST0000491,2024-02-23 12:53:57,delivered,mobile_app,mobile,EUR,Grocery,1,78.44,7.84,7.16,15.55,93.31,WELCOME10,False,FR,France,Nice,home_delivery,WH-FR-02,2024-02-27,2024-02-27,delivered,False,,google,organic,back_to_school
ORD000008477,SO-2024-0008477,CUST0002848,2024-02-23 13:26:32,delivered,mobile_app,mobile,EUR,Home,4,878.0,0.0,0.0,175.6,1053.6,,False,FR,France,Nantes,home_delivery,WH-FR-02,2024-02-29,2024-03-02,delivered,False,,direct,none,
ORD000011050,SO-2024-0011050,CUST0003690,2024-02-23 16:43:35,delivered,web,mobile,CAD,Grocery,2,116.4,13.97,0.0,13.32,115.75,SUMMER12,False,CA,Canada,Montreal,home_delivery,WH-CA-01,2024-02-29,2024-02-29,delivered,False,,affiliate,affiliate,holiday_push
ORD000011144,SO-2024-0011144,CUST0003711,2024-02-24 05:00:37,delivered,web,desktop,USD,Fashion,2,103.01,0.0,0.0,8.24,111.25,,True,US,United States,Boston,pickup_point,WH-US-02,2024-02-28,2024-02-28,delivered,False,,direct,none,
ORD000014329,SO-2024-0014329,CUST0004799,2024-02-24 11:39:23,delivered,mobile_app,mobile,EUR,Electronics,2,1383.62,0.0,0.0,276.72,1660.34,,False,FR,France,Lyon,pickup_point,WH-FR-01,2024-02-27,2024-02-29,delivered,False,,google,organic,holiday_push
ORD000013550,SO-2024-0013550,CUST0004525,2024-02-24 18:07:01,delivered,marketplace,mobile,USD,Electronics,4,1086.34,0.0,0.0,86.91,1173.25,,False,US,United States,Boston,pickup_point,WH-US-02,2024-03-01,2024-03-01,delivered,False,,google,shopping,loyalty_reactivation
ORD000014037,SO-2024-0014037,CUST0004686,2024-02-24 20:35:13,delivered,web,desktop,GBP,Home,5,550.88,0.0,0.0,110.18,661.06,FREESHIP,True,GB,United Kingdom,Edinburgh,home_delivery,WH-GB-01,2024-03-01,2024-03-01,delivered,False,,facebook,paid_social,summer_sale
ORD000015790,SO-2024-0015790,CUST0005256,2024-02-24 22:44:11,returned,marketplace,mobile,GBP,Grocery,4,336.45,0.0,0.0,67.29,403.74,,False,GB,United Kingdom,Bristol,pickup_point,WH-GB-01,2024-02-28,2024-02-29,delivered_then_returned,True,size issue,affiliate,affiliate,always_on_search
ORD000012842,SO-2024-0012842,CUST0004277,2024-02-24 23:29:55,delivered,mobile_app,mobile,EUR,Sports,1,214.74,21.47,0.0,36.72,229.99,APP10,False,DE,Germany,Düsseldorf,home_delivery,WH-DE-01,2024-02-26,2024-02-28,delivered,False,,google,shopping,brand_awareness
ORD000007843,SO-2024-0007843,CUST0002633,2024-02-25 00:13:30,delivered,web,mobile,USD,Home,3,396.99,0.0,0.0,31.76,428.75,,True,US,United States,Boston,pickup_point,WH-US-01,2024-03-04,2024-03-04,delivered,False,,affiliate,affiliate,holiday_push
ORD000016199,SO-2024-0016199,CUST0005391,2024-02-25 01:27:12,delivered,web,desktop,EUR,Home,2,178.75,0.0,0.0,35.75,214.5,,False,FR,France,Lyon,pickup_point,WH-FR-01,2024-03-03,2024-03-03,delivered,False,,affiliate,affiliate,loyalty_reactivation
ORD000011354,SO-2024-0011354,CUST0003770,2024-02-25 03:56:59,returned,mobile_app,mobile,EUR,Sports,3,356.24,17.81,0.0,67.69,406.12,RETARGET5,False,FR,France,Rennes,home_delivery,WH-FR-01,2024-03-01,2024-03-02,delivered_then_returned,True,quality issue,direct,none,
ORD000002652,SO-2024-0002652,CUST0000890,2024-02-25 05:21:32,returned,mobile_app,mobile,EUR,Beauty,4,251.75,0.0,0.0,47.83,299.58,,True,DE,Germany,Düsseldorf,home_delivery,WH-DE-01,2024-03-02,2024-03-02,delivered_then_returned,True,size issue,tiktok,paid_social,black_friday
ORD000010425,SO-2024-0010425,CUST0003477,2024-02-25 08:16:57,delivered,mobile_app,mobile,USD,Home,3,571.58,28.58,0.0,43.44,586.44,RETARGET5,False,US,United States,Austin,pickup_point,WH-US-02,2024-03-02,2024-03-02,delivered,False,,facebook,social,back_to_school
ORD000010734,SO-2024-0010734,CUST0003574,2024-02-25 11:11:13,delivered,mobile_app,mobile,GBP,Sports,1,128.44,0.0,0.0,25.69,154.13,,True,GB,United Kingdom,Edinburgh,home_delivery,WH-GB-01,2024-02-28,2024-02-29,delivered,False,,newsletter,email,app_install
ORD000001187,SO-2024-0001187,CUST0000385,2024-02-25 14:22:44,delivered,web,mobile,EUR,Home,4,1045.7,0.0,0.0,209.14,1254.84,,True,FR,France,Lyon,pickup_point,WH-FR-01,2024-02-29,2024-03-01,delivered,False,,direct,none,
ORD000008061,SO-2024-0008061,CUST0002704,2024-02-25 16:10:51,delivered,mobile_app,mobile,EUR,Electronics,1,376.65,56.5,0.0,64.03,384.18,SPRING15,True,FR,France,Marseille,home_delivery,WH-FR-02,2024-03-02,2024-03-04,delivered,False,,direct,none,
ORD000003153,SO-2024-0003153,CUST0001057,2024-02-25 20:39:12,delivered,mobile_app,mobile,EUR,Fashion,3,200.01,0.0,0.0,40.0,240.01,,False,FR,France,Nantes,home_delivery,WH-FR-01,2024-03-02,2024-03-05,delivered,False,,affiliate,affiliate,always_on_search
ORD000005514,SO-2024-0005514,CUST0001878,2024-02-25 22:20:59,delivered,marketplace,desktop,EUR,Electronics,1,80.0,12.0,0.0,14.96,82.96,SPRING15,False,IT,Italy,Verona,pickup_point,WH-IT-01,2024-03-04,2024-03-03,delivered,False,,direct,none,
ORD000005625,SO-2024-0005625,CUST0001923,2024-02-25 23:55:08,delivered,marketplace,mobile,EUR,Home,2,162.29,16.23,0.0,29.21,175.27,WELCOME10,False,FR,France,Rennes,home_delivery,WH-FR-02,2024-03-01,2024-03-01,delivered,False,,bing,organic,black_friday
ORD000002088,SO-2024-0002088,CUST0000686,2024-02-26 00:11:12,delivered,mobile_app,mobile,EUR,Electronics,1,259.32,12.97,0.0,49.27,295.62,RETARGET5,False,FR,France,Nice,pickup_point,WH-FR-01,2024-03-02,2024-03-03,delivered,False,,google,cpc,app_install
ORD000016086,SO-2024-0016086,CUST0005357,2024-02-26 04:06:50,delivered,mobile_app,tablet,EUR,Beauty,1,23.54,2.35,0.0,4.45,25.64,APP10,False,BE,Belgium,Brussels,store_pickup,WH-BE-01,2024-03-02,2024-03-02,delivered,False,,facebook,paid_social,loyalty_reactivation
ORD000001417,SO-2024-0001417,CUST0000458,2024-02-26 05:01:10,delivered,mobile_app,mobile,EUR,Beauty,3,82.7,16.54,5.25,13.57,84.98,VIP20,False,DE,Germany,Frankfurt,home_delivery,WH-DE-01,2024-03-02,2024-03-03,delivered,False,,newsletter,email,loyalty_reactivation
ORD000012136,SO-2024-0012136,CUST0004050,2024-02-26 05:03:37,delivered,web,mobile,CAD,Home,5,1037.05,0.0,0.0,134.82,1171.87,,False,CA,Canada,Quebec City,home_delivery,WH-CA-01,2024-03-05,2024-03-07,delivered,False,,affiliate,affiliate,retargeting
ORD000004720,SO-2024-0004720,CUST0001612,2024-02-26 05:25:08,cancelled,web,desktop,EUR,Sports,2,252.32,0.0,0.0,50.46,302.78,,False,FR,France,Bordeaux,home_delivery,WH-FR-02,,,cancelled,False,,affiliate,affiliate,summer_sale
ORD000009326,SO-2024-0009326,CUST0003135,2024-02-26 08:57:30,delivered,web,desktop,GBP,Fashion,3,287.02,57.4,0.0,45.92,275.54,VIP20,False,GB,United Kingdom,Birmingham,home_delivery,WH-GB-01,2024-03-01,2024-03-01,delivered,False,,facebook,paid_social,retargeting
ORD000007172,SO-2024-0007172,CUST0002392,2024-02-26 11:31:43,delivered,mobile_app,mobile,EUR,Grocery,6,792.0,158.4,0.0,126.72,760.32,VIP20,False,FR,France,Lille,home_delivery,WH-FR-01,2024-03-02,2024-03-02,delivered,False,,direct,none,
ORD000006710,SO-2024-0006710,CUST0002236,2024-02-26 14:02:58,delivered,web,mobile,GBP,Electronics,2,689.64,0.0,0.0,137.93,827.57,,False,GB,United Kingdom,Leicester,store_pickup,WH-GB-01,2024-02-29,2024-03-02,delivered,False,,bing,organic,loyalty_reactivation
ORD000012774,SO-2024-0012774,CUST0004266,2024-02-26 16:18:25,delivered,web,desktop,EUR,Fashion,3,204.88,24.59,0.0,37.86,218.15,SUMMER12,False,ES,Spain,Valencia,home_delivery,WH-ES-01,2024-03-03,2024-03-03,delivered,False,,newsletter,email,new_arrivals
ORD000009642,SO-2024-0009642,CUST0003235,2024-02-26 16:32:13,delivered,web,tablet,GBP,Sports,1,82.21,5.75,0.0,15.29,91.75,EMAIL7,True,GB,United Kingdom,Cardiff,home_delivery,WH-GB-01,2024-03-04,2024-03-06,delivered,False,,youtube,video,summer_sale
ORD000000256,SO-2024-0000256,CUST0000066,2024-02-26 18:21:50,delivered,marketplace,mobile,EUR,Electronics,6,1781.11,89.06,0.0,355.33,2047.38,RETARGET5,False,BE,Belgium,Mons,home_delivery,WH-BE-01,2024-03-04,2024-03-05,delivered,False,,affiliate,affiliate,holiday_push
ORD000005469,SO-2024-0005469,CUST0001860,2024-02-26 22:33:42,delivered,web,tablet,EUR,Electronics,2,384.08,19.2,0.0,72.98,437.86,RETARGET5,False,FR,France,Lyon,pickup_point,WH-FR-01,2024-03-02,2024-03-02,delivered,False,,affiliate,affiliate,holiday_push
ORD000002438,SO-2024-0002438,CUST0000834,2024-02-26 23:32:59,delivered,marketplace,mobile,EUR,Electronics,1,483.8,0.0,0.0,91.92,575.72,,False,DE,Germany,Leipzig,home_delivery,WH-DE-01,2024-03-05,2024-03-05,delivered,False,,instagram,paid_social,always_on_search
ORD000004188,SO-2024-0004188,CUST0001412,2024-02-27 00:37:14,delivered,web,mobile,USD,Electronics,3,1033.17,103.32,0.0,74.39,1004.24,WELCOME10,True,US,United States,Boston,home_delivery,WH-US-02,2024-03-04,2024-03-07,delivered,False,,newsletter,email,always_on_search
ORD000014940,SO-2024-0014940,CUST0004997,2024-02-27 05:52:18,delivered,mobile_app,mobile,EUR,Books,3,133.64,0.0,0.0,26.73,160.37,,True,FR,France,Paris,home_delivery,WH-FR-01,2024-03-02,2024-03-02,delivered,False,,facebook,paid_social,back_to_school
ORD000003376,SO-2024-0003376,CUST0001123,2024-02-27 06:52:20,delivered,marketplace,tablet,USD,Fashion,1,96.57,11.59,0.0,6.8,91.78,SUMMER12,False,US,United States,San Francisco,home_delivery,WH-US-02,2024-03-02,2024-03-02,delivered,False,,google,shopping,new_arrivals
ORD000016167,SO-2024-0016167,CUST0005385,2024-02-27 07:14:13,delivered,web,mobile,EUR,Electronics,1,327.95,65.59,0.0,52.47,314.83,VIP20,False,FR,France,Rennes,pickup_point,WH-FR-01,2024-03-02,2024-03-02,delivered,False,,tiktok,social,always_on_search
ORD000014777,SO-2024-0014777,CUST0004946,2024-02-27 10:40:54,delivered,marketplace,desktop,EUR,Electronics,2,534.8,0.0,0.0,106.96,641.76,,True,FR,France,Marseille,home_delivery,WH-FR-02,2024-03-02,2024-03-01,delivered,False,,partner_blog,referral,holiday_push
ORD000004519,SO-2024-0004519,CUST0001541,2024-02-27 16:44:06,delivered,web,mobile,EUR,Beauty,4,107.85,16.18,0.0,18.33,110.0,SPRING15,True,FR,France,Marseille,home_delivery,WH-FR-02,2024-03-04,2024-03-04,delivered,False,,affiliate,affiliate,black_friday
ORD000005502,SO-2024-0005502,CUST0001873,2024-02-27 21:04:11,returned,web,mobile,EUR,Fashion,3,648.0,0.0,0.0,136.08,784.08,,False,ES,Spain,Málaga,home_delivery,WH-ES-01,2024-03-02,2024-03-03,delivered_then_returned,True,changed mind,direct,none,
ORD000013813,SO-2024-0013813,CUST0004608,2024-02-27 21:25:46,delivered,web,tablet,EUR,Home,3,189.51,28.43,0.0,35.44,196.52,SPRING15,False,IT,Italy,Rome,pickup_point,WH-IT-01,2024-03-03,2024-03-04,delivered,False,,google,organic,retargeting
ORD000007520,SO-2024-0007520,CUST0002511,2024-02-27 21:53:32,delivered,web,desktop,USD,Beauty,2,48.66,0.0,5.39,4.32,58.37,,False,US,United States,Austin,home_delivery,WH-US-01,2024-03-02,2024-03-03,delivered,False,,google,cpc,summer_sale
ORD000016282,SO-2024-0016282,CUST0005408,2024-02-28 00:22:03,delivered,web,mobile,USD,Fashion,3,261.78,0.0,0.0,20.94,282.72,,False,US,United States,Atlanta,pickup_point,WH-US-02,2024-03-04,2024-03-04,delivered,False,,google,shopping,holiday_push
ORD000010067,SO-2024-0010067,CUST0003383,2024-02-28 04:01:01,delivered,web,mobile,GBP,Fashion,5,848.15,0.0,0.0,169.63,1017.78,,False,GB,United Kingdom,Manchester,pickup_point,WH-GB-01,2024-03-05,2024-03-06,delivered,False,,google,cpc,always_on_search
ORD000013649,SO-2024-0013649,CUST0004565,2024-02-28 04:24:34,delivered,web,mobile,EUR,Grocery,2,59.45,8.92,5.96,10.73,67.22,BUNDLE15,False,DE,Germany,Leipzig,home_delivery,WH-DE-01,2024-03-05,2024-03-05,delivered,False,,newsletter,email,back_to_school
ORD000013109,SO-2024-0013109,CUST0004375,2024-02-28 05:55:17,delivered,web,desktop,USD,Grocery,1,132.0,0.0,0.0,10.56,142.56,,True,US,United States,Boston,store_pickup,WH-US-01,2024-03-02,2024-03-03,delivered,False,,instagram,paid_social,summer_sale
ORD000014793,SO-2024-0014793,CUST0004951,2024-02-28 14:51:04,delivered,marketplace,mobile,USD,Fashion,2,65.7,0.0,6.77,5.8,78.27,,False,US,United States,San Francisco,home_delivery,WH-US-01,2024-03-05,2024-03-05,delivered,False,,bing,cpc,summer_sale
ORD000006383,SO-2024-0006383,CUST0002127,2024-02-28 23:41:02,delivered,mobile_app,tablet,EUR,Fashion,4,500.82,50.08,0.0,90.15,540.89,WELCOME10,False,FR,France,Toulouse,home_delivery,WH-FR-02,2024-03-02,2024-03-02,delivered,False,,tiktok,paid_social,loyalty_reactivation
ORD000011159,SO-2024-0011159,CUST0003713,2024-02-29 02:00:02,delivered,mobile_app,mobile,USD,Grocery,2,115.02,17.25,0.0,7.82,105.59,SPRING15,False,US,United States,San Francisco,pickup_point,WH-US-01,2024-03-05,2024-03-05,delivered,False,,instagram,paid_social,new_arrivals
ORD000000321,SO-2024-0000321,CUST0000089,2024-02-29 03:44:46,delivered,mobile_app,mobile,EUR,Fashion,3,233.52,0.0,0.0,51.37,284.89,FREESHIP,False,IT,Italy,Genoa,home_delivery,WH-IT-01,2024-03-06,2024-03-07,delivered,False,,affiliate,affiliate,always_on_search
ORD000008937,SO-2024-0008937,CUST0003008,2024-02-29 06:39:07,delivered,web,mobile,EUR,Electronics,4,2218.16,0.0,0.0,443.63,2661.79,,False,FR,France,Lille,home_delivery,WH-FR-02,2024-03-04,2024-03-04,delivered,False,,newsletter,email,app_install
ORD000002899,SO-2024-0002899,CUST0000970,2024-02-29 08:39:28,delivered,marketplace,mobile,EUR,Grocery,3,146.06,0.0,0.0,29.21,175.27,,False,FR,France,Nantes,pickup_point,WH-FR-02,2024-03-05,2024-03-06,delivered,False,,google,organic,holiday_push
ORD000013912,SO-2024-0013912,CUST0004636,2024-02-29 15:30:47,delivered,mobile_app,mobile,USD,Beauty,2,86.42,0.0,0.0,6.91,93.33,,False,US,United States,Seattle,pickup_point,WH-US-02,2024-03-04,2024-03-06,delivered,False,,instagram,paid_social,black_friday
ORD000004849,SO-2024-0004849,CUST0001655,2024-02-29 19:31:23,delivered,web,mobile,EUR,Electronics,1,333.01,0.0,0.0,66.6,399.61,,False,FR,France,Marseille,home_delivery,WH-FR-02,2024-03-06,2024-03-06,delivered,False,,partner_blog,referral,always_on_search
ORD000011345,SO-2024-0011345,CUST0003769,2024-02-29 22:27:57,delivered,web,desktop,EUR,Fashion,1,82.43,16.49,6.89,15.29,88.12,VIP20,False,ES,Spain,Zaragoza,home_delivery,WH-ES-01,2024-03-06,2024-03-09,delivered,False,,instagram,paid_social,app_install
ORD000007478,SO-2024-0007478,CUST0002493,2024-02-29 22:28:02,delivered,marketplace,mobile,USD,Home,1,181.04,36.21,0.0,11.59,156.42,VIP20,True,US,United States,Miami,pickup_point,WH-US-02,2024-03-06,2024-03-06,delivered,False,,google,shopping,holiday_push
ORD000007416,SO-2024-0007416,CUST0002476,2024-03-01 00:52:58,delivered,marketplace,mobile,CAD,Home,1,73.46,0.0,0.0,9.55,83.01,,False,CA,Canada,Winnipeg,store_pickup,WH-CA-01,2024-03-06,2024-03-06,delivered,False,,direct,none,
ORD000016473,SO-2024-0016473,CUST0005478,2024-03-01 02:33:09,delivered,web,mobile,USD,Home,2,289.08,34.69,0.0,20.35,274.74,SUMMER12,False,US,United States,Seattle,home_delivery,WH-US-02,2024-03-08,2024-03-08,delivered,False,,direct,none,
ORD000010056,SO-2024-0010056,CUST0003380,2024-03-01 05:02:19,delivered,web,mobile,USD,Books,4,114.91,0.0,0.0,9.19,124.1,,False,US,United States,Atlanta,pickup_point,WH-US-02,2024-03-06,2024-03-07,delivered,False,,google,organic,loyalty_reactivation
ORD000008831,SO-2024-0008831,CUST0002966,2024-03-01 11:27:00,cancelled,web,mobile,EUR,Home,4,776.59,116.49,0.0,125.42,785.52,BUNDLE15,False,DE,Germany,Düsseldorf,home_delivery,WH-DE-01,,,cancelled,False,,google,shopping,holiday_push
ORD000016273,SO-2024-0016273,CUST0005407,2024-03-01 11:52:03,delivered,web,mobile,GBP,Home,2,229.79,27.57,0.0,40.44,242.66,SUMMER12,False,GB,United Kingdom,Glasgow,store_pickup,WH-GB-01,2024-03-06,2024-03-07,delivered,False,,tiktok,social,summer_sale
ORD000012022,SO-2024-0012022,CUST0004003,2024-03-01 14:38:48,delivered,mobile_app,tablet,EUR,Beauty,3,177.15,0.0,0.0,35.43,212.58,FREESHIP,True,FR,France,Nice,home_delivery,WH-FR-02,2024-03-06,2024-03-06,delivered,False,,facebook,social,always_on_search
ORD000005192,SO-2024-0005192,CUST0001763,2024-03-01 16:47:49,delivered,mobile_app,mobile,EUR,Sports,2,128.38,19.26,0.0,20.73,129.85,BUNDLE15,False,DE,Germany,Berlin,home_delivery,WH-DE-01,2024-03-04,2024-03-05,delivered,False,,facebook,paid_social,summer_sale
ORD000005831,SO-2024-0005831,CUST0001983,2024-03-02 05:20:33,delivered,web,desktop,EUR,Sports,1,161.63,11.31,0.0,31.57,181.89,EMAIL7,True,ES,Spain,Alicante,home_delivery,WH-ES-01,2024-03-08,2024-03-09,delivered,False,,affiliate,affiliate,brand_awareness
ORD000013491,SO-2024-0013491,CUST0004502,2024-03-02 06:42:30,delivered,mobile_app,mobile,EUR,Electronics,4,1724.12,0.0,0.0,344.82,2068.94,,False,FR,France,Nice,home_delivery,WH-FR-02,2024-03-06,2024-03-06,delivered,False,,google,organic,retargeting
ORD000003017,SO-2024-0003017,CUST0001007,2024-03-02 06:48:42,delivered,mobile_app,mobile,EUR,Home,3,252.42,0.0,0.0,50.48,302.9,,False,FR,France,Montpellier,home_delivery,WH-FR-01,2024-03-10,2024-03-10,delivered,False,,youtube,video,always_on_search
ORD000003742,SO-2024-0003742,CUST0001251,2024-03-02 19:09:02,delivered,mobile_app,tablet,EUR,Fashion,1,83.2,0.0,0.0,16.64,99.84,,True,FR,France,Lyon,home_delivery,WH-FR-02,2024-03-10,2024-03-09,delivered,False,,instagram,social,app_install
ORD000003272,SO-2024-0003272,CUST0001087,2024-03-02 23:00:23,delivered,marketplace,desktop,GBP,Beauty,2,76.52,0.0,0.0,15.3,91.82,,False,GB,United Kingdom,Edinburgh,home_delivery,WH-GB-01,2024-03-08,2024-03-08,delivered,False,,facebook,social,new_arrivals
ORD000004638,SO-2024-0004638,CUST0001588,2024-03-02 23:08:44,delivered,marketplace,desktop,EUR,Sports,6,875.85,0.0,0.0,175.17,1051.02,,False,FR,France,Nice,home_delivery,WH-FR-02,2024-03-08,2024-03-08,delivered,False,,affiliate,affiliate,always_on_search
ORD000009759,SO-2024-0009759,CUST0003286,2024-03-02 23:14:23,delivered,mobile_app,mobile,EUR,Home,2,324.04,16.2,0.0,64.65,372.49,RETARGET5,False,NL,Netherlands,Tilburg,pickup_point,WH-NL-01,2024-03-08,2024-03-10,delivered,False,,newsletter,email,back_to_school
ORD000001751,SO-2024-0001751,CUST0000567,2024-03-03 01:56:33,returned,web,tablet,EUR,Beauty,5,64.48,7.74,4.66,11.67,73.07,SUMMER12,True,DE,Germany,Bremen,home_delivery,WH-DE-01,2024-03-09,2024-03-12,delivered_then_returned,True,late delivery,newsletter,email,new_arrivals
ORD000013740,SO-2024-0013740,CUST0004591,2024-03-03 15:22:19,delivered,web,mobile,EUR,Sports,4,1200.0,0.0,0.0,264.0,1464.0,,False,IT,Italy,Rome,home_delivery,WH-IT-01,2024-03-07,2024-03-07,delivered,False,,partner_blog,referral,brand_awareness
ORD000014976,SO-2024-0014976,CUST0005010,2024-03-03 16:21:25,returned,marketplace,mobile,GBP,Sports,1,174.47,0.0,0.0,34.89,209.36,,False,GB,United Kingdom,Liverpool,home_delivery,WH-GB-01,2024-03-06,2024-03-07,delivered_then_returned,True,changed mind,direct,none,
ORD000016371,SO-2024-0016371,CUST0005444,2024-03-03 16:22:38,delivered,mobile_app,mobile,EUR,Books,3,136.6,0.0,0.0,28.69,165.29,,False,ES,Spain,Barcelona,home_delivery,WH-ES-01,2024-03-11,2024-03-11,delivered,False,,newsletter,email,black_friday
ORD000001573,SO-2024-0001573,CUST0000513,2024-03-03 19:38:41,delivered,web,mobile,USD,Fashion,2,244.34,0.0,0.0,19.55,263.89,,True,US,United States,New York,store_pickup,WH-US-02,2024-03-10,2024-03-10,delivered,False,,facebook,paid_social,new_arrivals
ORD000007262,SO-2024-0007262,CUST0002419,2024-03-03 19:38:48,returned,marketplace,desktop,EUR,Fashion,1,118.4,0.0,0.0,26.05,144.45,,False,IT,Italy,Palermo,home_delivery,WH-IT-01,2024-03-06,2024-03-07,delivered_then_returned,True,size issue,google,shopping,holiday_push
ORD000009820,SO-2024-0009820,CUST0003305,2024-03-03 21:41:24,delivered,marketplace,mobile,EUR,Home,3,341.2,0.0,0.0,68.24,409.44,,True,FR,France,Nice,home_delivery,WH-FR-02,2024-03-08,2024-03-08,delivered,False,,instagram,social,back_to_school
ORD000016474,SO-2024-0016474,CUST0005478,2024-03-03 23:33:21,delivered,marketplace,mobile,USD,Grocery,6,345.22,0.0,0.0,27.62,372.84,,False,US,United States,Seattle,home_delivery,WH-US-02,2024-03-08,2024-03-10,delivered,False,,youtube,video,retargeting
ORD000003432,SO-2024-0003432,CUST0001140,2024-03-03 23:59:46,delivered,mobile_app,mobile,USD,Electronics,2,657.49,98.62,0.0,44.71,603.58,SPRING15,False,US,United States,San Francisco,home_delivery,WH-US-02,2024-03-05,2024-03-07,delivered,False,,youtube,video,new_arrivals
ORD000008618,SO-2024-0008618,CUST0002896,2024-03-04 04:01:54,delivered,mobile_app,mobile,EUR,Books,1,34.72,5.21,0.0,5.61,35.12,BUNDLE15,False,DE,Germany,Leipzig,pickup_point,WH-DE-01,2024-03-08,2024-03-08,delivered,False,,direct,none,
ORD000016121,SO-2024-0016121,CUST0005373,2024-03-04 04:08:21,delivered,web,tablet,EUR,Beauty,3,253.54,38.03,0.0,47.41,262.92,BUNDLE15,True,IT,Italy,Florence,home_delivery,WH-IT-01,2024-03-09,2024-03-10,delivered,False,,newsletter,email,back_to_school
ORD000007484,SO-2024-0007484,CUST0002494,2024-03-04 04:25:56,delivered,mobile_app,mobile,EUR,Electronics,1,775.13,0.0,0.0,155.03,930.16,,False,FR,France,Nantes,home_delivery,WH-FR-02,2024-03-12,2024-03-12,delivered,False,,youtube,video,new_arrivals
