ticket_id,customer_id,order_id,ticket_created_at,first_response_at,resolved_at,ticket_channel,ticket_category,ticket_subcategory,priority,ticket_status,assigned_agent_id,csat_score,resolution_type,refund_requested_flag,refund_approved_flag,sla_breached_flag,escalated_flag,issue_summary
TCK000000668,CUST0000299,ORD000000959,2024-02-05 15:24:35,2024-02-05 18:43:35,2024-02-06 02:43:35,web_form,Promotion,gift card issue,high,closed,AGT025,4.0,information provided,False,False,True,False,Promotion - gift card issue
TCK000001543,CUST0005091,ORD000015252,2024-02-06 19:35:26,2024-02-07 01:35:26,2024-02-08 01:35:26,chat,Delivery,tracking issue,medium,resolved,AGT017,4.0,technical fix deployed,False,False,False,False,Delivery - tracking issue
TCK000001455,CUST0005485,ORD000016492,2024-02-08 02:08:36,2024-02-08 15:08:36,2024-02-11 06:08:36,email,Product Quality,size issue,low,closed,AGT024,4.0,information provided,True,False,False,False,Product Quality - size issue
TCK000001617,CUST0004799,ORD000014328,2024-02-08 06:16:37,2024-02-08 07:41:37,2024-02-09 08:41:37,chat,Payment,payment confirmation,medium,resolved,AGT007,3.0,account reset,True,False,False,True,Payment - payment confirmation
TCK000001417,CUST0000330,ORD000001031,2024-02-09 09:04:46,2024-02-09 11:30:46,2024-02-10 20:30:46,web_form,Delivery,damaged parcel,medium,closed,AGT027,3.0,replacement sent,False,False,False,False,Delivery - damaged parcel
TCK000002132,CUST0003023,ORD000008988,2024-02-09 22:55:27,2024-02-10 05:25:27,2024-02-10 13:25:27,phone,Refund & Return,wrong item returned,medium,resolved,AGT048,3.0,account reset,False,False,False,False,Refund & Return - wrong item returned
TCK000000985,CUST0000593,ORD000001823,2024-02-10 06:01:56,2024-02-10 06:17:56,2024-02-11 14:17:56,chat,Refund & Return,wrong item returned,high,closed,AGT001,4.0,no action required,True,True,False,False,Refund & Return - wrong item returned
TCK000000897,CUST0003830,ORD000011550,2024-02-11 14:34:51,2024-02-11 16:14:51,2024-02-12 11:14:51,email,Refund & Return,return label,high,resolved,AGT014,4.0,information provided,True,True,False,False,Refund & Return - return label
TCK000001729,CUST0004939,ORD000014737,2024-02-11 18:08:20,2024-02-11 21:02:20,2024-02-13 05:02:20,chat,Product Quality,missing accessory,high,resolved,AGT007,3.0,partial refund,True,True,True,False,Product Quality - missing accessory
TCK000000173,CUST0004386,ORD000013142,2024-02-13 10:04:09,2024-02-13 15:19:09,2024-02-13 22:19:09,chat,Promotion,cashback question,medium,resolved,AGT049,5.0,replacement sent,False,False,False,False,Promotion - cashback question
TCK000001418,CUST0005293,ORD000015876,2024-02-15 08:03:18,2024-02-15 19:32:18,2024-02-17 15:32:18,chat,Payment,payment confirmation,medium,resolved,AGT012,2.0,account reset,False,False,True,False,Payment - payment confirmation
TCK000000723,CUST0003530,ORD000010620,2024-02-16 11:40:40,2024-02-16 13:34:40,2024-02-17 10:34:40,chat,Refund & Return,wrong item returned,high,resolved,AGT024,3.0,technical fix deployed,True,True,False,False,Refund & Return - wrong item returned
TCK000000248,CUST0003088,ORD000009151,2024-02-17 12:50:51,2024-02-17 14:57:51,2024-02-18 11:57:51,social,Account,marketing preferences,high,resolved,AGT054,4.0,refund issued,False,False,True,False,Account - marketing preferences
TCK000000332,CUST0000233,ORD000000750,2024-02-17 19:18:59,2024-02-18 00:13:59,2024-02-20 15:13:59,web_form,Delivery,damaged parcel,medium,resolved,AGT059,2.0,coupon granted,False,False,False,False,Delivery - damaged parcel
TCK000000353,CUST0003303,ORD000009811,2024-02-18 00:33:03,2024-02-18 03:45:03,2024-02-18 14:45:03,web_form,Promotion,price discrepancy,high,resolved,AGT017,4.0,partial refund,False,False,True,False,Promotion - price discrepancy
TCK000000293,CUST0004879,ORD000014575,2024-02-18 08:14:43,2024-02-18 11:45:43,2024-02-20 20:45:43,social,Technical,website performance,medium,resolved,AGT020,4.0,information provided,False,False,False,False,Technical - website performance
TCK000000935,CUST0003198,ORD000009508,2024-02-18 12:43:30,2024-02-18 17:25:30,2024-02-19 17:25:30,social,Refund & Return,return label,medium,resolved,AGT012,5.0,no action required,True,True,False,False,Refund & Return - return label
TCK000000507,CUST0005153,ORD000015458,2024-02-19 16:33:13,2024-02-19 22:58:13,2024-02-22 04:58:13,phone,Delivery,damaged parcel,medium,closed,AGT004,4.0,information provided,False,False,False,False,Delivery - damaged parcel
TCK000000922,CUST0004421,ORD000013261,2024-02-20 02:26:35,2024-02-20 09:55:35,2024-02-21 05:55:35,phone,Technical,website performance,medium,resolved,AGT043,3.0,technical fix deployed,False,False,False,False,Technical - website performance
TCK000000511,CUST0001043,ORD000003112,2024-02-20 16:35:09,2024-02-20 17:39:09,2024-02-22 00:39:09,web_form,Promotion,price discrepancy,medium,closed,AGT008,4.0,information provided,False,False,False,False,Promotion - price discrepancy
TCK000000901,CUST0001975,ORD000005800,2024-02-20 21:37:41,2024-02-21 08:48:41,2024-02-22 16:48:41,web_form,Refund & Return,refund delay,medium,resolved,AGT047,3.0,coupon granted,True,True,True,False,Refund & Return - refund delay
TCK000001830,CUST0004371,ORD000013095,2024-02-21 12:49:07,2024-02-21 20:03:07,2024-02-26 06:03:07,chat,Refund & Return,refund delay,low,closed,AGT053,3.0,technical fix deployed,False,False,False,False,Refund & Return - refund delay
TCK000002349,CUST0002277,ORD000006834,2024-02-21 17:02:29,2024-02-22 01:30:29,2024-02-24 20:30:29,chat,Delivery,tracking issue,medium,resolved,AGT005,4.0,refund issued,False,False,True,False,Delivery - tracking issue
TCK000000925,CUST0003413,ORD000010191,2024-02-22 09:21:45,2024-02-22 20:29:45,2024-02-25 22:29:45,phone,Delivery,late delivery,low,resolved,AGT012,5.0,account reset,False,False,False,False,Delivery - late delivery
TCK000001551,CUST0003301,ORD000009804,2024-02-22 09:42:10,2024-02-22 16:20:10,2024-02-25 10:20:10,chat,Delivery,tracking issue,medium,resolved,AGT037,4.0,coupon granted,False,False,False,False,Delivery - tracking issue
TCK000002251,CUST0001478,ORD000004325,2024-02-22 23:05:30,2024-02-23 02:11:30,2024-02-23 18:11:30,web_form,Technical,website performance,high,closed,AGT013,2.0,coupon granted,False,False,True,False,Technical - website performance
TCK000001309,CUST0004575,ORD000013678,2024-02-23 20:03:21,2024-02-24 11:26:21,2024-02-29 04:26:21,email,Product Quality,missing accessory,low,closed,AGT060,5.0,replacement sent,True,False,False,False,Product Quality - missing accessory
TCK000000388,CUST0002856,ORD000008510,2024-02-23 20:27:09,2024-02-24 03:01:09,2024-02-26 17:01:09,email,Promotion,coupon not working,medium,closed,AGT045,4.0,no action required,False,False,False,False,Promotion - coupon not working
TCK000002175,CUST0004139,ORD000012386,2024-02-24 05:26:15,2024-02-24 07:55:15,2024-02-25 04:55:15,web_form,Delivery,damaged parcel,high,closed,AGT031,3.0,technical fix deployed,False,False,True,False,Delivery - damaged parcel
TCK000001840,CUST0004801,ORD000014335,2024-02-28 08:12:27,2024-02-28 08:37:27,2024-02-28 14:37:27,email,Technical,login issue,urgent,closed,AGT010,4.0,replacement sent,False,False,False,False,Technical - login issue
TCK000002051,CUST0002728,ORD000008126,2024-02-28 19:15:17,2024-02-28 20:37:17,2024-02-29 04:37:17,phone,Product Quality,defective product,high,resolved,AGT037,4.0,technical fix deployed,False,False,False,True,Product Quality - defective product
TCK000000920,CUST0000890,ORD000002652,2024-02-28 20:07:32,2024-02-28 21:35:32,2024-03-01 16:35:32,social,Product Quality,missing accessory,medium,resolved,AGT004,5.0,replacement sent,True,True,False,False,Product Quality - missing accessory
TCK000001369,CUST0004084,ORD000012232,2024-02-29 18:22:20,2024-03-01 06:22:20,2024-03-03 03:22:20,chat,Delivery,tracking issue,medium,closed,AGT033,2.0,replacement sent,False,False,True,True,Delivery - tracking issue
TCK000001274,CUST0005396,ORD000016219,2024-03-01 21:48:10,2024-03-01 23:19:10,2024-03-04 13:19:10,email,Product Quality,size issue,medium,resolved,AGT050,4.0,no action required,True,False,False,True,Product Quality - size issue
TCK000002227,CUST0004374,ORD000013103,2024-03-02 00:01:16,2024-03-02 13:43:16,2024-03-05 08:43:16,chat,Payment,card declined,low,resolved,AGT024,5.0,no action required,True,False,False,False,Payment - card declined
TCK000001140,CUST0002494,ORD000007483,2024-03-02 09:31:56,2024-03-02 16:49:56,2024-03-07 10:49:56,email,Delivery,missing package,low,resolved,AGT010,4.0,information provided,False,False,False,False,Delivery - missing package
TCK000000714,CUST0002153,ORD000006474,2024-03-03 13:42:40,2024-03-03 16:33:40,2024-03-05 01:33:40,chat,Refund & Return,refund delay,medium,resolved,AGT052,4.0,account reset,True,True,False,False,Refund & Return - refund delay
TCK000000915,CUST0002013,ORD000005971,2024-03-04 13:50:03,2024-03-04 21:25:03,2024-03-05 23:25:03,email,Payment,duplicate charge,medium,closed,AGT018,4.0,account reset,True,False,False,False,Payment - duplicate charge
TCK000002434,CUST0005391,ORD000016199,2024-03-04 17:43:12,2024-03-05 00:44:12,2024-03-07 19:44:12,email,Refund & Return,wrong item returned,medium,closed,AGT040,4.0,no action required,False,False,False,False,Refund & Return - wrong item returned
TCK000000817,CUST0005010,ORD000014976,2024-03-06 04:36:25,2024-03-06 14:37:25,2024-03-09 11:37:25,phone,Delivery,damaged parcel,medium,resolved,AGT014,2.0,replacement sent,False,False,True,False,Delivery - damaged parcel
TCK000001404,CUST0003770,ORD000011354,2024-03-06 09:01:59,2024-03-06 14:52:59,2024-03-07 00:52:59,email,Refund & Return,exchange request,medium,closed,AGT050,5.0,coupon granted,True,True,False,False,Refund & Return - exchange request
TCK000000254,CUST0004997,ORD000014940,2024-03-06 13:44:18,2024-03-06 23:13:18,2024-03-07 05:13:18,email,Delivery,damaged parcel,medium,resolved,AGT012,4.0,partial refund,False,False,True,False,Delivery - damaged parcel
TCK000000297,CUST0004129,ORD000012362,2024-03-07 12:44:59,2024-03-07 20:28:59,2024-03-08 02:28:59,phone,Technical,checkout bug,medium,closed,AGT021,3.0,no action required,False,False,False,False,Technical - checkout bug
TCK000001035,CUST0004277,ORD000012842,2024-03-07 20:27:55,2024-03-08 02:26:55,2024-03-08 14:26:55,chat,Delivery,damaged parcel,medium,resolved,AGT051,3.0,refund issued,False,False,False,True,Delivery - damaged parcel
TCK000002444,CUST0001057,ORD000003153,2024-03-09 11:50:12,2024-03-09 16:27:12,2024-03-10 03:27:12,chat,Payment,refund not received,medium,resolved,AGT053,4.0,replacement sent,False,False,False,False,Payment - refund not received
TCK000000412,CUST0002966,ORD000008831,2024-03-10 11:16:00,2024-03-10 17:56:00,2024-03-13 04:56:00,email,Promotion,coupon not working,medium,closed,AGT028,4.0,partial refund,False,False,False,False,Promotion - coupon not working
TCK000000305,CUST0003344,ORD000009940,2024-03-10 11:53:57,2024-03-10 17:21:57,2024-03-12 06:21:57,web_form,Delivery,damaged parcel,medium,resolved,AGT001,4.0,replacement sent,False,False,False,False,Delivery - damaged parcel
TCK000000357,CUST0001588,ORD000004639,2024-03-10 18:26:57,2024-03-11 02:00:57,2024-03-11 06:00:57,web_form,Refund & Return,refund delay,medium,closed,AGT014,4.0,no action required,False,False,False,False,Refund & Return - refund delay
TCK000002200,CUST0002848,ORD000008478,2024-03-11 19:47:06,2024-03-12 04:19:06,2024-03-14 18:19:06,phone,Refund & Return,exchange request,medium,closed,AGT043,4.0,coupon granted,True,True,True,False,Refund & Return - exchange request
TCK000002034,CUST0005031,ORD000015039,2024-03-16 03:07:29,2024-03-16 10:58:29,2024-03-18 00:58:29,email,Promotion,coupon not working,medium,resolved,AGT023,4.0,technical fix deployed,False,False,False,False,Promotion - coupon not working
TCK000001317,CUST0001400,ORD000004138,2024-03-16 21:23:13,2024-03-17 03:30:13,2024-03-18 11:30:13,email,Delivery,tracking issue,medium,resolved,AGT031,5.0,account reset,False,False,False,False,Delivery - tracking issue
TCK000000405,CUST0002021,ORD000005988,2024-03-17 12:38:15,2024-03-17 17:23:15,2024-03-19 20:23:15,email,Delivery,damaged parcel,medium,resolved,AGT058,4.0,no action required,False,False,False,False,Delivery - damaged parcel
TCK000000822,CUST0000513,ORD000001573,2024-03-17 13:51:41,2024-03-18 05:05:41,2024-03-21 17:05:41,chat,Account,marketing preferences,low,closed,AGT044,4.0,refund issued,False,False,False,False,Account - marketing preferences
TCK000000352,CUST0001873,ORD000005503,2024-03-18 01:40:57,2024-03-18 03:24:57,2024-03-20 23:24:57,web_form,Product Quality,defective product,medium,closed,AGT011,3.0,information provided,True,False,False,False,Product Quality - defective product
TCK000000004,CUST0003040,ORD000009035,2024-03-20 08:21:58,2024-03-20 15:48:58,2024-03-23 05:48:58,email,Promotion,cashback question,medium,resolved,AGT010,4.0,account reset,False,False,False,False,Promotion - cashback question
TCK000000696,CUST0003305,ORD000009820,2024-03-21 09:10:24,2024-03-21 12:11:24,2024-03-23 10:11:24,email,Delivery,damaged parcel,medium,resolved,AGT025,4.0,information provided,False,False,False,False,Delivery - damaged parcel
TCK000000698,CUST0005092,ORD000015260,2024-03-21 22:37:26,2024-03-22 04:26:26,2024-03-22 13:26:26,email,Product Quality,missing accessory,medium,resolved,AGT039,3.0,technical fix deployed,True,False,False,False,Product Quality - missing accessory
TCK000000323,CUST0001975,ORD000005801,2024-03-22 05:36:54,2024-03-23 01:23:54,2024-03-24 01:23:54,chat,Technical,checkout bug,low,resolved,AGT039,3.0,replacement sent,False,False,False,False,Technical - checkout bug
TCK000000008,CUST0004159,ORD000012445,2024-03-24 11:08:04,2024-03-24 19:37:04,2024-03-26 17:37:04,email,Payment,refund not received,medium,resolved,AGT035,4.0,coupon granted,False,False,True,False,Payment - refund not received
TCK000000306,CUST0003569,ORD000010714,2024-03-24 22:44:48,2024-03-25 00:45:48,2024-03-25 20:45:48,chat,Technical,website performance,high,resolved,AGT050,2.0,coupon granted,False,False,True,False,Technical - website performance
TCK000001541,CUST0005500,ORD000016526,2024-03-25 00:49:37,2024-03-25 12:13:37,2024-03-27 14:13:37,phone,Payment,duplicate charge,medium,resolved,AGT017,5.0,refund issued,False,False,True,False,Payment - duplicate charge
TCK000000451,CUST0000920,ORD000002765,2024-03-26 05:25:47,2024-03-26 21:43:47,2024-03-31 08:43:47,web_form,Product Quality,size issue,low,resolved,AGT027,4.0,account reset,False,False,False,False,Product Quality - size issue
TCK000000259,CUST0004069,ORD000012191,2024-03-26 07:38:36,2024-03-26 11:11:36,2024-03-27 16:11:36,email,Payment,payment confirmation,high,closed,AGT038,2.0,replacement sent,False,False,True,True,Payment - payment confirmation
TCK000001365,CUST0004482,ORD000013426,2024-04-02 20:46:50,2024-04-03 03:16:50,2024-04-03 20:16:50,email,Refund & Return,return label,medium,closed,AGT001,4.0,account reset,False,False,False,False,Refund & Return - return label
TCK000000538,CUST0000868,ORD000002584,2024-04-03 06:25:42,2024-04-03 12:31:42,2024-04-06 02:31:42,email,Refund & Return,wrong item returned,medium,resolved,AGT044,4.0,technical fix deployed,False,False,False,False,Refund & Return - wrong item returned
TCK000000456,CUST0000843,ORD000002484,2024-04-03 08:19:24,2024-04-03 08:45:24,2024-04-03 21:45:24,email,Delivery,late delivery,high,resolved,AGT043,4.0,coupon granted,False,False,False,False,Delivery - late delivery
TCK000002151,CUST0004992,ORD000014928,2024-04-04 00:31:18,2024-04-04 00:42:18,2024-04-04 06:42:18,phone,Refund & Return,return label,high,resolved,AGT047,4.0,no action required,False,False,False,True,Refund & Return - return label
TCK000002367,CUST0002790,ORD000008309,2024-04-04 09:09:58,2024-04-04 09:30:58,2024-04-05 03:30:58,email,Payment,duplicate charge,urgent,resolved,AGT010,4.0,refund issued,False,False,False,False,Payment - duplicate charge
TCK000002090,CUST0004561,ORD000013630,2024-04-04 15:48:25,2024-04-04 22:38:25,2024-04-06 09:38:25,email,Delivery,late delivery,medium,resolved,AGT019,3.0,technical fix deployed,False,False,False,False,Delivery - late delivery
TCK000000514,CUST0000376,ORD000001158,2024-04-05 07:18:25,2024-04-05 14:32:25,2024-04-05 23:32:25,chat,Product Quality,wrong item,medium,resolved,AGT034,4.0,account reset,True,False,False,False,Product Quality - wrong item
TCK000001178,CUST0000360,ORD000001109,2024-04-06 21:45:19,2024-04-07 01:21:19,2024-04-07 09:21:19,email,Refund & Return,exchange request,medium,resolved,AGT050,5.0,refund issued,False,False,False,False,Refund & Return - exchange request
TCK000001072,CUST0003930,ORD000011832,2024-04-07 15:53:22,2024-04-07 17:19:22,2024-04-08 10:19:22,email,Payment,payment confirmation,high,closed,AGT034,4.0,no action required,True,False,False,True,Payment - payment confirmation
TCK000000666,CUST0005209,ORD000015635,2024-04-08 13:36:03,2024-04-08 20:09:03,2024-04-09 03:09:03,chat,Product Quality,missing accessory,medium,closed,AGT035,5.0,information provided,True,True,False,False,Product Quality - missing accessory
TCK000000658,CUST0004489,ORD000013452,2024-04-09 11:31:24,2024-04-09 14:10:24,2024-04-10 19:10:24,chat,Payment,card declined,high,closed,AGT002,3.0,no action required,False,False,True,True,Payment - card declined
TCK000000139,CUST0000766,ORD000002302,2024-04-11 02:44:30,2024-04-11 04:13:30,2024-04-12 06:13:30,chat,Delivery,missing package,medium,resolved,AGT011,5.0,replacement sent,False,False,False,False,Delivery - missing package
TCK000002240,CUST0000523,ORD000001605,2024-04-11 12:51:59,2024-04-11 15:34:59,2024-04-13 09:34:59,email,Product Quality,defective product,low,resolved,AGT033,4.0,account reset,True,False,False,False,Product Quality - defective product
TCK000000534,CUST0000915,ORD000002754,2024-04-12 04:23:48,2024-04-12 12:42:48,2024-04-14 05:42:48,email,Product Quality,size issue,medium,resolved,AGT040,4.0,coupon granted,True,True,True,False,Product Quality - size issue
TCK000000048,CUST0000848,ORD000002502,2024-04-13 18:18:00,2024-04-14 00:40:00,2024-04-17 04:40:00,phone,Promotion,gift card issue,low,resolved,AGT045,5.0,account reset,False,False,False,False,Promotion - gift card issue
TCK000000369,CUST0000470,ORD000001455,2024-04-14 01:35:30,2024-04-14 04:29:30,2024-04-14 23:29:30,chat,Account,loyalty points,medium,resolved,AGT010,4.0,information provided,False,False,False,False,Account - loyalty points
TCK000002053,CUST0005075,ORD000015194,2024-04-14 13:09:21,2024-04-14 16:20:21,2024-04-14 20:20:21,email,Refund & Return,wrong item returned,high,resolved,AGT036,3.0,coupon granted,False,False,True,True,Refund & Return - wrong item returned
TCK000000795,CUST0002765,ORD000008218,2024-04-14 14:32:23,2024-04-14 23:00:23,2024-04-16 00:00:23,chat,Promotion,coupon not working,medium,resolved,AGT018,1.0,technical fix deployed,False,False,True,False,Promotion - coupon not working
TCK000001293,CUST0002217,ORD000006655,2024-04-15 20:32:29,2024-04-15 23:06:29,2024-04-17 02:06:29,email,Delivery,damaged parcel,high,closed,AGT022,3.0,technical fix deployed,False,False,True,False,Delivery - damaged parcel
TCK000001727,CUST0002153,ORD000006475,2024-04-17 15:35:26,2024-04-17 18:40:26,2024-04-18 06:40:26,web_form,Refund & Return,return label,high,resolved,AGT039,2.0,replacement sent,False,False,True,True,Refund & Return - return label
TCK000001054,CUST0004348,ORD000013039,2024-04-19 00:14:13,2024-04-19 10:48:13,2024-04-20 05:48:13,email,Delivery,damaged parcel,low,resolved,AGT033,3.0,coupon granted,False,False,False,False,Delivery - damaged parcel
TCK000000477,CUST0000645,ORD000001965,2024-04-20 18:53:08,2024-04-21 06:55:08,2024-04-22 15:55:08,social,Account,marketing preferences,low,resolved,AGT060,4.0,partial refund,False,False,False,False,Account - marketing preferences
TCK000000373,CUST0002310,ORD000006919,2024-04-20 23:17:31,2024-04-21 01:30:31,2024-04-22 11:30:31,email,Promotion,coupon not working,low,resolved,AGT007,3.0,account reset,False,False,False,False,Promotion - coupon not working
TCK000002095,CUST0000025,ORD000000090,2024-04-21 11:20:28,2024-04-21 13:39:28,2024-04-21 23:39:28,phone,Delivery,missing package,high,resolved,AGT010,2.0,technical fix deployed,False,False,True,False,Delivery - missing package
TCK000000761,CUST0000843,ORD000002485,2024-04-21 23:33:26,2024-04-22 01:20:26,2024-04-23 04:20:26,email,Product Quality,missing accessory,high,closed,AGT022,4.0,replacement sent,True,True,False,False,Product Quality - missing accessory
TCK000001316,CUST0004084,ORD000012234,2024-04-22 00:00:28,2024-04-22 13:15:28,2024-04-26 07:15:28,chat,Product Quality,missing accessory,low,resolved,AGT060,4.0,coupon granted,False,False,False,False,Product Quality - missing accessory
TCK000002335,CUST0000978,ORD000002915,2024-04-22 15:02:06,2024-04-22 19:55:06,2024-04-24 16:55:06,chat,Promotion,gift card issue,medium,resolved,AGT047,5.0,replacement sent,False,False,False,False,Promotion - gift card issue
TCK000002106,CUST0001203,ORD000003611,2024-04-23 05:11:51,2024-04-23 06:53:51,2024-04-23 10:53:51,web_form,Refund & Return,return label,high,resolved,AGT034,5.0,technical fix deployed,True,False,False,False,Refund & Return - return label
TCK000000889,CUST0004081,ORD000012214,2024-04-25 01:17:01,2024-04-25 05:00:01,2024-04-25 18:00:01,email,Delivery,missing package,high,resolved,AGT030,3.0,account reset,False,False,True,False,Delivery - missing package
TCK000000612,CUST0005462,ORD000016432,2024-04-25 01:23:43,2024-04-25 11:17:43,2024-04-26 03:17:43,social,Payment,duplicate charge,medium,resolved,AGT002,1.0,technical fix deployed,False,False,True,False,Payment - duplicate charge
TCK000000274,CUST0002145,ORD000006434,2024-04-26 10:02:42,2024-04-27 09:31:42,2024-04-29 13:31:42,email,Payment,duplicate charge,low,closed,AGT059,4.0,refund issued,True,False,False,False,Payment - duplicate charge
TCK000001761,CUST0001940,ORD000005673,2024-04-27 11:08:22,2024-04-27 15:14:22,2024-04-30 08:14:22,social,Payment,payment confirmation,medium,closed,AGT056,3.0,coupon granted,True,False,False,False,Payment - payment confirmation
TCK000000990,CUST0002511,ORD000007521,2024-04-27 14:54:16,2024-04-27 18:48:16,2024-04-29 16:48:16,chat,Delivery,missing package,medium,resolved,AGT006,3.0,technical fix deployed,False,False,False,False,Delivery - missing package
TCK000001289,CUST0001959,ORD000005740,2024-04-27 17:42:42,2024-04-27 19:05:42,2024-04-29 00:05:42,phone,Payment,card declined,medium,resolved,AGT055,5.0,coupon granted,False,False,False,False,Payment - card declined
TCK000000024,CUST0000221,ORD000000730,2024-04-27 22:55:21,2024-04-28 09:32:21,2024-05-01 00:32:21,email,Technical,checkout bug,medium,resolved,AGT017,3.0,no action required,False,False,True,True,Technical - checkout bug
TCK000002121,CUST0004252,ORD000012714,2024-04-28 22:45:15,2024-04-29 08:23:15,2024-05-01 06:23:15,chat,Delivery,tracking issue,medium,closed,AGT026,3.0,replacement sent,False,False,True,False,Delivery - tracking issue
TCK000000529,CUST0000256,ORD000000840,2024-04-29 12:59:31,2024-04-29 18:53:31,2024-04-30 23:53:31,web_form,Refund & Return,return label,medium,resolved,AGT025,4.0,information provided,False,False,False,False,Refund & Return - return label
TCK000001167,CUST0003203,ORD000009535,2024-04-30 21:40:11,2024-05-01 08:30:11,2024-05-03 12:30:11,phone,Promotion,price discrepancy,medium,resolved,AGT056,3.0,coupon granted,False,False,True,False,Promotion - price discrepancy
TCK000000825,CUST0002922,ORD000008688,2024-05-01 22:05:36,2024-05-02 01:41:36,2024-05-04 13:41:36,email,Account,address update,medium,closed,AGT041,3.0,account reset,False,False,False,False,Account - address update
TCK000002422,CUST0001497,ORD000004390,2024-05-02 01:41:01,2024-05-02 08:29:01,2024-05-03 00:29:01,phone,Refund & Return,return label,medium,closed,AGT043,4.0,replacement sent,True,True,False,False,Refund & Return - return label
TCK000001016,CUST0002964,ORD000008819,2024-05-02 08:26:26,2024-05-02 18:53:26,2024-05-03 14:53:26,chat,Delivery,damaged parcel,medium,closed,AGT057,3.0,technical fix deployed,False,False,True,False,Delivery - damaged parcel
TCK000001805,CUST0003498,ORD000010486,2024-05-03 00:59:15,2024-05-03 10:31:15,2024-05-03 22:31:15,email,Refund & Return,refund delay,medium,resolved,AGT036,1.0,technical fix deployed,False,False,True,True,Refund & Return - refund delay
TCK000000365,CUST0000133,ORD000000458,2024-05-03 18:03:33,2024-05-04 04:21:33,2024-05-05 22:21:33,chat,Technical,checkout bug,medium,resolved,AGT021,4.0,technical fix deployed,False,False,True,False,Technical - checkout bug
TCK000001255,CUST0001763,ORD000005193,2024-05-04 08:50:33,2024-05-04 12:22:33,2024-05-05 10:22:33,chat,Refund & Return,wrong item returned,high,resolved,AGT025,2.0,account reset,False,False,True,False,Refund & Return - wrong item returned
TCK000000356,CUST0003393,ORD000010116,2024-05-04 22:33:21,2024-05-04 23:26:21,2024-05-06 14:26:21,web_form,Promotion,price discrepancy,medium,resolved,AGT018,4.0,refund issued,False,False,False,False,Promotion - price discrepancy
TCK000000346,CUST0004760,ORD000014234,2024-05-04 23:58:49,2024-05-05 03:52:49,2024-05-05 11:52:49,web_form,Refund & Return,refund delay,high,closed,AGT028,3.0,information provided,False,False,True,False,Refund & Return - refund delay
TCK000000588,CUST0002907,ORD000008646,2024-05-06 13:24:09,2024-05-06 15:08:09,2024-05-07 10:08:09,social,Payment,refund not received,high,resolved,AGT026,4.0,no action required,True,False,False,True,Payment - refund not received
TCK000000011,CUST0004963,ORD000014836,2024-05-06 16:57:59,2024-05-06 19:02:59,2024-05-08 06:02:59,social,Refund & Return,return label,high,resolved,AGT047,4.0,replacement sent,True,False,True,True,Refund & Return - return label
TCK000001121,CUST0003370,ORD000010022,2024-05-07 09:19:08,2024-05-07 21:02:08,2024-05-09 23:02:08,phone,Refund & Return,return label,medium,closed,AGT007,1.0,partial refund,True,True,True,True,Refund & Return - return label
TCK000002135,CUST0005108,ORD000015315,2024-05-07 12:00:18,2024-05-07 19:07:18,2024-05-08 16:07:18,chat,Refund & Return,wrong item returned,medium,closed,AGT051,4.0,no action required,False,False,False,False,Refund & Return - wrong item returned
TCK000000067,CUST0000868,ORD000002585,2024-05-08 10:08:07,2024-05-08 15:13:07,2024-05-10 02:13:07,email,Refund & Return,refund delay,low,resolved,AGT014,5.0,account reset,False,False,False,False,Refund & Return - refund delay
TCK000002078,CUST0005419,ORD000016307,2024-05-09 01:36:35,2024-05-09 06:51:35,2024-05-13 19:51:35,social,Refund & Return,wrong item returned,low,closed,AGT029,2.0,information provided,True,True,False,True,Refund & Return - wrong item returned
TCK000002168,CUST0001341,ORD000003994,2024-05-09 23:36:29,2024-05-10 00:39:29,2024-05-11 07:39:29,social,Delivery,tracking issue,high,resolved,AGT021,4.0,information provided,False,False,False,False,Delivery - tracking issue
TCK000001747,CUST0001500,ORD000004403,2024-05-10 03:24:17,2024-05-10 04:50:17,2024-05-11 08:50:17,chat,Delivery,damaged parcel,high,closed,AGT048,4.0,no action required,False,False,False,False,Delivery - damaged parcel
TCK000000055,CUST0002331,ORD000006992,2024-05-10 22:06:13,2024-05-11 17:27:13,2024-05-14 15:27:13,chat,Delivery,tracking issue,low,resolved,AGT014,3.0,technical fix deployed,False,False,False,False,Delivery - tracking issue
TCK000001159,CUST0004677,ORD000014019,2024-05-13 18:27:00,2024-05-13 23:03:00,2024-05-14 10:03:00,email,Refund & Return,exchange request,medium,resolved,AGT002,5.0,partial refund,True,True,False,False,Refund & Return - exchange request
TCK000000874,CUST0001329,ORD000003961,2024-05-14 04:48:49,2024-05-14 07:56:49,2024-05-14 21:56:49,email,Technical,login issue,medium,closed,AGT045,5.0,coupon granted,False,False,False,False,Technical - login issue
TCK000002073,CUST0000159,ORD000000526,2024-05-15 10:58:25,2024-05-16 03:56:25,2024-05-18 03:56:25,email,Product Quality,missing accessory,low,resolved,AGT013,4.0,coupon granted,True,False,False,False,Product Quality - missing accessory
TCK000002384,CUST0001923,ORD000005626,2024-05-15 12:34:52,2024-05-15 15:23:52,2024-05-16 12:23:52,email,Refund & Return,wrong item returned,high,closed,AGT040,3.0,replacement sent,False,False,True,False,Refund & Return - wrong item returned
